Diario;Día de la Semana;Mes;Pedidos;Facturación;Ingreso neto;Coste producto;Coste envío y embalaje;Coste forma de pago;Beneficio;Carrito Medio;Coste Producto Medio;Bº por Venta;x;Tráfico España;Tráfico Portugal;Tráfico Francia;Tráfico Italia;Tráfico UK;Tráfico IE;Tráfico México;Tráfico Chile;Tráfico TOTAL;x2;Coste ADS España;Coste ADS Portugal;Coste ADS Francia;Coste ADS Italia;Coste ADS UK;Coste ADS IE;Coste ADS México;Coste ADS Chile;TOTAL Coste ADS EroticFeel;x3;Tráfico ADS España;Tráfico ADS Portugal;Tráfico ADS Francia;Tráfico ADS Italia;Tráfico ADS UK;Tráfico ADS IE;Tráfico ADS México;Tráfico ADS Chile;Tráfico TOTAL ADS EroticFeel
01/01/2022;sábado;enero;62; 3.240,86 € ; 2.650,79 € ; 1.436,20 € ; 351,99 € ; 49,75 € ; 810,06 € ; 52,27 € ; 23,16 € ; 13,07 € ;x;1.562 ;267 ;137 ;230 ;120 ;77 ;559 ;134 ;3.086 ;x; 271,13 € ; 80,17 € ; 52,92 € ; 60,53 € ; 34,27 € ;; 134,81 € ;; 633,83 € ;x;729 ;174;98;178;63;50;465;100;1857
02/01/2022;domingo;enero;99; 5.665,29 € ; 4.727,17 € ; 2.711,51 € ; 484,61 € ; 77,95 € ; 1.453,10 € ; 57,23 € ; 27,39 € ; 14,68 € ;x;2.175 ;410 ;188 ;273 ;173 ;101 ;572 ;220 ;4.112 ;x; 370,17 € ; 124,06 € ; 63,37 € ; 69,92 € ; 44,08 € ;; 123,68 € ;; 795,28 € ;x;1.000 ;233;115;204;75;63;421;175;2286
03/01/2022;lunes;enero;165; 8.575,63 € ; 7.037,96 € ; 3.877,56 € ; 748,99 € ; 101,05 € ; 2.300,06 € ; 51,97 € ; 23,50 € ; 13,94 € ;x;2.522 ;505 ;223 ;291 ;188 ;76 ;843 ;296 ;4.944 ;x; 369,69 € ; 132,66 € ; 68,44 € ; 76,63 € ; 31,98 € ;; 194,26 € ;; 873,66 € ;x;1.034 ;247;127;220;69;50;677;242;2666
04/01/2022;martes;enero;125; 5.925,75 € ; 4.882,08 € ; 2.697,36 € ; 672,86 € ; 81,46 € ; 1.421,27 € ; 47,41 € ; 21,58 € ; 11,37 € ;x;2.275 ;476 ;189 ;263 ;167 ;74 ;744 ;255 ;4.443 ;x; 373,79 € ; 131,18 € ; 54,68 € ; 66,16 € ; 30,84 € ;; 180,85 € ;; 837,50 € ;x;1.098 ;266;118;191;62;50;580;201;2566
05/01/2022;miércoles;enero;96; 5.430,73 € ; 4.512,06 € ; 2.561,30 € ; 487,38 € ; 79,91 € ; 1.374,89 € ; 56,57 € ; 26,68 € ; 14,32 € ;x;1.972 ;437 ;186 ;255 ;171 ;68 ;532 ;236 ;3.857 ;x; 284,08 € ; 88,56 € ; 74,78 € ; 67,23 € ; 40,50 € ;; 94,08 € ;; 649,23 € ;x;810 ;215;130;182;78;42;379;178;2014
06/01/2022;jueves;enero;62; 3.731,11 € ; 3.108,42 € ; 1.807,78 € ; 355,92 € ; 50,74 € ; 893,99 € ; 60,18 € ; 29,16 € ; 14,42 € ;x;1.732 ;256 ;173 ;235 ;171 ;66 ;356 ;187 ;3.176 ;x; 286,87 € ; 71,73 € ; 71,81 € ; 73,78 € ; 48,10 € ;; 39,01 € ;; 591,30 € ;x;923 ;133;135;191;114;36;242;137;1911
07/01/2022;viernes;enero;66; 3.867,61 € ; 3.207,01 € ; 1.740,96 € ; 334,79 € ; 52,01 € ; 1.079,25 € ; 58,60 € ; 26,38 € ; 16,35 € ;x;1.673 ;240 ;172 ;273 ;151 ;72 ;339 ;178 ;3.098 ;x; 258,35 € ; 74,89 € ; 53,66 € ; 87,69 € ; 57,70 € ;; 36,07 € ;; 568,36 € ;x;803 ;138;110;217;109;42;193;131;1743
08/01/2022;sábado;enero;59; 2.602,48 € ; 2.161,98 € ; 1.132,46 € ; 308,89 € ; 36,09 € ; 684,55 € ; 44,11 € ; 19,19 € ; 11,60 € ;x;1.519 ;219 ;157 ;227 ;170 ;64 ;276 ;162 ;2.794 ;x; 226,53 € ; 76,30 € ; 61,65 € ; 58,13 € ; 62,26 € ;; 35,63 € ;; 520,50 € ;x;730 ;128;113;174;116;37;170;126;1594
09/01/2022;domingo;enero;64; 3.882,98 € ; 3.258,11 € ; 1.808,84 € ; 314,04 € ; 49,90 € ; 1.085,37 € ; 60,67 € ; 28,26 € ; 16,96 € ;x;1.560 ;280 ;153 ;230 ;183 ;71 ;303 ;170 ;2.950 ;x; 238,89 € ; 105,65 € ; 58,60 € ; 75,64 € ; 66,97 € ;; 38,91 € ;; 584,66 € ;x;783 ;168;110;176;124;36;205;121;1723
10/01/2022;lunes;enero;80; 4.532,28 € ; 3.798,63 € ; 2.106,84 € ; 410,63 € ; 64,63 € ; 1.216,57 € ; 56,65 € ; 26,34 € ; 15,21 € ;x;2.357 ;477 ;222 ;225 ;254 ;124 ;318 ;198 ;4.175 ;x; 228,18 € ; 96,45 € ; 65,10 € ; 59,38 € ; 75,65 € ;; 46,33 € ;; 571,09 € ;x;629 ;201;131;165;146;39;169;150;1630
11/01/2022;martes;enero;101; 5.649,15 € ; 4.729,67 € ; 2.647,07 € ; 409,84 € ; 76,39 € ; 1.590,23 € ; 55,93 € ; 26,21 € ; 15,74 € ;x;2.496 ;522 ;250 ;255 ;241 ;128 ;311 ;193 ;4.396 ;x; 225,16 € ; 93,60 € ; 66,17 € ; 83,72 € ; 56,99 € ;; 36,40 € ;; 562,04 € ;x;680 ;183;128;199;124;34;165;134;1647
12/01/2022;miércoles;enero;68; 3.300,62 € ; 2.782,80 € ; 1.495,71 € ; 318,45 € ; 48,64 € ; 913,88 € ; 48,54 € ; 22,00 € ; 13,44 € ;x;1.628 ;295 ;201 ;266 ;195 ;48 ;312 ;159 ;3.104 ;x; 218,36 € ; 72,33 € ; 76,00 € ; 81,88 € ; 56,57 € ;; 41,83 € ;; 546,97 € ;x;639 ;145;147;201;124;14;172;115;1557
13/01/2022;jueves;enero;86; 4.518,16 € ; 3.688,62 € ; 2.055,74 € ; 384,46 € ; 53,02 € ; 1.181,70 € ; 52,54 € ; 23,90 € ; 13,74 € ;x;1.943 ;277 ;204 ;293 ;220 ;43 ;342 ;144 ;3.466 ;x; 196,92 € ; 93,39 € ; 84,17 € ; 83,87 € ; 72,59 € ;; 51,42 € ;; 582,36 € ;x;569 ;155;151;232;142;16;225;105;1595
14/01/2022;viernes;enero;54; 2.536,86 € ; 2.058,98 € ; 1.113,93 € ; 268,20 € ; 34,76 € ; 639,71 € ; 46,98 € ; 20,63 € ; 11,85 € ;x;1.893 ;284 ;200 ;302 ;232 ;46 ;383 ;144 ;3.484 ;x; 177,59 € ; 75,57 € ; 87,59 € ; 85,31 € ; 104,69 € ;; 59,39 € ;; 590,14 € ;x;564 ;145;156;228;185;27;251;108;1664
15/01/2022;sábado;enero;47; 2.607,88 € ; 2.193,14 € ; 1.177,97 € ; 270,35 € ; 42,91 € ; 701,93 € ; 55,49 € ; 25,06 € ; 14,93 € ;x;1.455 ;264 ;181 ;250 ;260 ;52 ;364 ;156 ;2.982 ;x; 195,60 € ; 96,75 € ; 73,45 € ; 76,20 € ; 100,58 € ;; 49,98 € ;; 592,56 € ;x;624 ;170;141;204;207;28;227;106;1707
16/01/2022;domingo;enero;62; 3.216,91 € ; 2.650,22 € ; 1.520,72 € ; 302,83 € ; 43,23 € ; 781,05 € ; 51,89 € ; 24,53 € ; 12,60 € ;x;2.130 ;369 ;221 ;279 ;306 ;116 ;386 ;161 ;3.968 ;x; 185,62 € ; 81,61 € ; 83,49 € ; 77,91 € ; 108,06 € ;; 52,11 € ;; 588,80 € ;x;630 ;170;146;205;220;35;232;116;1754
17/01/2022;lunes;enero;90; 4.742,38 € ; 3.939,66 € ; 2.093,74 € ; 410,77 € ; 64,83 € ; 1.367,94 € ; 52,69 € ; 23,26 € ; 15,20 € ;x;2.276 ;478 ;240 ;247 ;298 ;156 ;652 ;179 ;4.526 ;x; 184,14 € ; 101,17 € ; 74,50 € ; 77,06 € ; 110,22 € ;; 117,14 € ;; 664,23 € ;x;508 ;188;133;197;176;25;472;131;1830
18/01/2022;martes;enero;90; 4.214,99 € ; 3.544,72 € ; 1.932,03 € ; 409,16 € ; 62,19 € ; 1.138,94 € ; 46,83 € ; 21,47 € ; 12,65 € ;x;2.177 ;304 ;169 ;255 ;265 ;51 ;1.090 ;197 ;4.508 ;x; 206,77 € ; 73,72 € ; 64,28 € ; 72,88 € ; 114,39 € ;; 344,09 € ;; 876,13 € ;x;591 ;164;110;193;208;17;904;139;2326
19/01/2022;miércoles;enero;73; 3.628,60 € ; 3.071,93 € ; 1.803,98 € ; 269,35 € ; 69,17 € ; 929,43 € ; 49,71 € ; 24,71 € ; 12,73 € ;x;1.844 ;263 ;146 ;276 ;284 ;54 ;905 ;210 ;3.982 ;x; 204,74 € ; 67,58 € ; 53,11 € ; 70,33 € ; 119,54 € ;; 306,63 € ;; 821,93 € ;x;628 ;152;102;180;218;20;748;159;2207
20/01/2022;jueves;enero;82; 4.759,27 € ; 3.949,73 € ; 2.220,53 € ; 378,42 € ; 66,84 € ; 1.281,55 € ; 58,04 € ; 27,08 € ; 15,63 € ;x;1.868 ;322 ;180 ;273 ;294 ;77 ;771 ;179 ;3.964 ;x; 193,60 € ; 77,81 € ; 55,23 € ; 62,92 € ; 116,34 € ;; 238,46 € ;; 744,36 € ;x;526 ;140;112;182;207;24;620;112;1923
21/01/2022;viernes;enero;76; 4.127,43 € ; 3.406,58 € ; 1.858,41 € ; 370,72 € ; 51,70 € ; 1.123,34 € ; 54,31 € ; 24,45 € ; 14,78 € ;x;1.878 ;398 ;185 ;214 ;281 ;95 ;889 ;179 ;4.119 ;x; 236,24 € ; 88,88 € ; 51,68 € ; 68,08 € ; 99,16 € ;; 264,72 € ;; 808,76 € ;x;599 ;182;103;163;172;25;746;116;2106
22/01/2022;sábado;enero;41; 2.611,45 € ; 2.173,54 € ; 1.206,80 € ; 306,21 € ; 48,88 € ; 611,61 € ; 63,69 € ; 29,43 € ; 14,92 € ;x;1.573 ;282 ;142 ;230 ;257 ;48 ;855 ;154 ;3.541 ;x; 275,00 € ; 84,25 € ; 54,46 € ; 63,23 € ; 109,51 € ;; 270,75 € ;; 857,20 € ;x;729 ;177;102;173;210;25;745;111;2272
23/01/2022;domingo;enero;65; 3.777,11 € ; 3.189,63 € ; 1.702,00 € ; 445,82 € ; 55,67 € ; 986,12 € ; 58,11 € ; 26,18 € ; 15,17 € ;x;1.725 ;288 ;166 ;242 ;291 ;59 ;915 ;181 ;3.867 ;x; 256,68 € ; 86,07 € ; 64,79 € ; 61,52 € ; 120,40 € ;; 284,27 € ;; 873,73 € ;x;853 ;169;121;178;236;30;781;130;2498
24/01/2022;lunes;enero;68; 3.428,21 € ; 2.786,24 € ; 1.540,66 € ; 316,19 € ; 49,39 € ; 875,22 € ; 50,41 € ; 22,66 € ; 12,87 € ;x;1.913 ;454 ;168 ;218 ;247 ;89 ;1.060 ;173 ;4.322 ;x; 200,37 € ; 92,58 € ; 53,58 € ; 62,19 € ; 83,60 € ;; 315,33 € ;; 807,65 € ;x;576 ;212;115;163;165;25;843;114;2213
25/01/2022;martes;enero;74; 4.411,75 € ; 3.648,97 € ; 1.951,61 € ; 390,15 € ; 53,29 € ; 1.253,92 € ; 59,62 € ; 26,37 € ; 16,94 € ;x;2.345 ;462 ;172 ;233 ;277 ;117 ;901 ;169 ;4.676 ;x; 205,86 € ; 92,46 € ; 48,74 € ; 60,99 € ; 77,89 € ;; 208,29 € ;; 694,23 € ;x;587 ;180;94;166;149;26;652;110;1964
26/01/2022;miércoles;enero;71; 3.839,02 € ; 3.230,56 € ; 1.885,59 € ; 369,40 € ; 51,08 € ; 924,51 € ; 54,07 € ; 26,56 € ; 13,02 € ;x;2.134 ;381 ;179 ;223 ;229 ;83 ;382 ;154 ;3.765 ;x; 217,35 € ; 108,04 € ; 53,73 € ; 59,12 € ; 76,60 € ;; 54,37 € ;; 569,21 € ;x;578 ;208;98;164;146;28;226;106;1554
27/01/2022;jueves;enero;74; 4.456,81 € ; 3.665,21 € ; 2.177,04 € ; 281,96 € ; 56,72 € ; 1.147,12 € ; 60,23 € ; 29,42 € ; 15,50 € ;x;2.330 ;311 ;178 ;234 ;219 ;78 ;851 ;159 ;4.360 ;x; 201,88 € ; 98,83 € ; 62,55 € ; 62,56 € ; 61,15 € ;; 185,65 € ;; 672,62 € ;x;584 ;169;119;165;127;21;494;115;1794
28/01/2022;viernes;enero;65; 3.563,39 € ; 2.871,88 € ; 1.474,36 € ; 322,02 € ; 56,89 € ; 998,07 € ; 54,82 € ; 22,68 € ; 15,35 € ;x;2.307 ;271 ;150 ;219 ;196 ;56 ;771 ;149 ;4.119 ;x; 194,14 € ; 85,84 € ; 50,50 € ; 64,70 € ; 57,86 € ;; 176,39 € ;; 629,43 € ;x;557 ;163;102;158;128;21;584;122;1835
29/01/2022;sábado;enero;37; 2.291,80 € ; 1.885,44 € ; 1.000,45 € ; 175,88 € ; 31,78 € ; 599,29 € ; 61,94 € ; 27,04 € ; 16,20 € ;x;1.501 ;237 ;182 ;270 ;225 ;71 ;637 ;129 ;3.252 ;x; 223,63 € ; 89,85 € ; 67,37 € ; 70,54 € ; 75,03 € ;; 175,50 € ;; 701,92 € ;x;643 ;158;130;207;160;22;508;98;1926
30/01/2022;domingo;enero;56; 3.115,93 € ; 2.591,47 € ; 1.376,97 € ; 266,03 € ; 49,52 € ; 898,97 € ; 55,64 € ; 24,59 € ; 16,05 € ;x;1.880 ;412 ;187 ;328 ;241 ;96 ;849 ;141 ;4.134 ;x; 240,10 € ; 109,77 € ; 59,98 € ; 95,97 € ; 77,89 € ;; 186,25 € ;; 769,96 € ;x;700 ;200;119;243;160;34;615;96;2167
31/01/2022;lunes;enero;79; 4.686,57 € ; 3.897,68 € ; 2.234,40 € ; 305,23 € ; 63,25 € ; 1.294,87 € ; 59,32 € ; 28,28 € ; 16,39 € ;x;2.286 ;464 ;187 ;239 ;227 ;113 ;768 ;206 ;4.490 ;x; 205,48 € ; 94,12 € ; 42,44 € ; 57,89 € ; 65,02 € ;; 138,49 € ;; 603,44 € ;x;628 ;200;97;152;133;29;424;145;1808
01/02/2022;martes;febrero;82; 5.000,58 € ; 4.167,56 € ; 2.318,24 € ; 436,31 € ; 70,61 € ; 1.342,42 € ; 60,98 € ; 28,27 € ; 16,37 € ;x;2.103 ;332 ;159 ;240 ;187 ;78 ;215 ;166 ;3.480 ;x; 237,84 € ; 103,22 € ; 43,40 € ; 62,30 € ; 54,05 € ;; -   € ;; 500,81 € ;x;726 ;188;86;164;112;33;37;116;1462
02/02/2022;miércoles;febrero;102; 5.236,17 € ; 4.428,70 € ; 2.488,81 € ; 490,74 € ; 53,58 € ; 1.395,63 € ; 51,34 € ; 24,40 € ; 13,68 € ;x;2.461 ;375 ;154 ;218 ;179 ;65 ;179 ;225 ;3.856 ;x; 302,25 € ; 141,68 € ; 35,67 € ; 59,79 € ; 58,13 € ;; -   € ;; 597,52 € ;x;910 ;242;78;143;98;26;29;154;1680
03/02/2022;jueves;febrero;90; 5.159,32 € ; 4.159,80 € ; 2.460,06 € ; 478,36 € ; 66,88 € ; 1.125,06 € ; 57,33 € ; 27,33 € ; 12,50 € ;x;2.383 ;403 ;194 ;234 ;198 ;68 ;679 ;224 ;4.383 ;x; 327,06 € ; 148,23 € ; 53,70 € ; 72,50 € ; 65,69 € ;; 176,04 € ;; 843,22 € ;x;937 ;248;98;168;124;32;484;164;2255
04/02/2022;viernes;febrero;84; 4.462,54 € ; 3.602,05 € ; 1.962,16 € ; 431,75 € ; 56,08 € ; 1.139,99 € ; 53,13 € ; 23,36 € ; 13,57 € ;x;2.140 ;393 ;170 ;246 ;180 ;62 ;751 ;176 ;4.118 ;x; 327,24 € ; 107,42 € ; 49,89 € ; 71,21 € ; 49,18 € ;; 200,29 € ;; 805,23 € ;x;953 ;210;84;177;95;26;566;125;2236
05/02/2022;sábado;febrero;70; 4.314,75 € ; 3.609,72 € ; 2.052,66 € ; 395,21 € ; 60,33 € ; 1.101,53 € ; 61,64 € ; 29,32 € ; 15,74 € ;x;1.860 ;371 ;157 ;217 ;179 ;61 ;789 ;172 ;3.806 ;x; 366,04 € ; 148,61 € ; 50,51 € ; 61,63 € ; 60,02 € ;; 206,06 € ;; 892,87 € ;x;1.122 ;254;89;160;117;29;646;125;2542
06/02/2022;domingo;febrero;103; 6.257,72 € ; 5.190,62 € ; 2.955,63 € ; 518,65 € ; 92,59 € ; 1.619,03 € ; 60,75 € ; 28,70 € ; 15,72 € ;x;2.366 ;433 ;238 ;219 ;259 ;92 ;808 ;191 ;4.606 ;x; 348,84 € ; 125,22 € ; 62,72 € ; 59,91 € ; 81,66 € ;; 178,88 € ;; 857,23 € ;x;1.118 ;234;119;150;174;34;585;137;2551
07/02/2022;lunes;febrero;150; 7.453,36 € ; 6.093,82 € ; 3.274,12 € ; 859,23 € ; 105,60 € ; 1.843,59 € ; 49,69 € ; 21,83 € ; 12,29 € ;x;2.839 ;560 ;197 ;246 ;244 ;120 ;743 ;263 ;5.212 ;x; 420,89 € ; 167,16 € ; 53,51 € ; 78,22 € ; 60,22 € ;; 101,14 € ;; 881,14 € ;x;1.299 ;305;81;190;111;40;413;207;2646
08/02/2022;martes;febrero;110; 6.043,28 € ; 5.079,35 € ; 3.001,13 € ; 524,32 € ; 79,18 € ; 1.474,76 € ; 54,94 € ; 27,28 € ; 13,41 € ;x;2.399 ;482 ;206 ;253 ;251 ;78 ;771 ;257 ;4.697 ;x; 464,65 € ; 148,94 € ; 53,13 € ; 76,54 € ; 79,02 € ;; 182,33 € ;; 1.004,61 € ;x;1.230 ;294;110;182;141;29;505;183;2674
09/02/2022;miércoles;febrero;132; 7.985,25 € ; 6.688,53 € ; 3.762,54 € ; 658,38 € ; 120,25 € ; 2.147,33 € ; 60,49 € ; 28,50 € ; 16,27 € ;x;2.228 ;518 ;205 ;259 ;245 ;66 ;655 ;195 ;4.371 ;x; 456,86 € ; 147,46 € ; 46,16 € ; 87,51 € ; 114,18 € ;; 154,06 € ;; 1.006,23 € ;x;1.113 ;301;103;197;167;26;483;148;2538
10/02/2022;jueves;febrero;119; 6.914,66 € ; 5.784,02 € ; 3.121,62 € ; 603,58 € ; 118,78 € ; 1.940,06 € ; 58,11 € ; 26,23 € ; 16,30 € ;x;2.828 ;470 ;174 ;234 ;234 ;68 ;747 ;203 ;4.958 ;x; 464,16 € ; 130,55 € ; 50,21 € ; 74,78 € ; 100,06 € ;; 179,00 € ;; 998,76 € ;x;1.207 ;271;90;160;154;24;547;149;2602
11/02/2022;viernes;febrero;92; 6.090,69 € ; 4.822,57 € ; 2.598,05 € ; 511,98 € ; 63,94 € ; 1.638,92 € ; 66,20 € ; 28,24 € ; 17,81 € ;x;2.398 ;361 ;184 ;250 ;214 ;59 ;672 ;193 ;4.331 ;x; 435,11 € ; 126,23 € ; 61,99 € ; 83,62 € ; 88,10 € ;; 155,04 € ;; 950,09 € ;x;1.221 ;227;104;191;145;30;497;139;2554
12/02/2022;sábado;febrero;73; 3.903,46 € ; 3.254,26 € ; 1.707,32 € ; 353,60 € ; 63,12 € ; 1.127,81 € ; 53,47 € ; 23,39 € ; 15,45 € ;x;2.227 ;336 ;181 ;205 ;233 ;50 ;654 ;191 ;4.077 ;x; 435,52 € ; 140,71 € ; 53,17 € ; 61,36 € ; 88,71 € ;; 141,12 € ;; 920,59 € ;x;1.242 ;238;105;159;167;23;504;132;2570
13/02/2022;domingo;febrero;74; 3.985,27 € ; 3.227,50 € ; 1.813,96 € ; 383,79 € ; 46,87 € ; 980,47 € ; 53,86 € ; 24,51 € ; 13,25 € ;x;2.433 ;459 ;210 ;166 ;277 ;87 ;392 ;222 ;4.246 ;x; 470,16 € ; 180,98 € ; 57,19 € ; 46,50 € ; 108,34 € ;; 50,66 € ;; 913,83 € ;x;1.309 ;283;112;121;207;29;220;156;2437
14/02/2022;lunes;febrero;116; 5.593,62 € ; 4.420,33 € ; 2.422,15 € ; 502,76 € ; 66,55 € ; 1.421,68 € ; 48,22 € ; 20,88 € ; 12,26 € ;x;2.648 ;524 ;257 ;179 ;295 ;88 ;673 ;224 ;4.888 ;x; 490,27 € ; 136,16 € ; 52,26 € ; 40,04 € ; 97,27 € ;; 177,65 € ;; 993,65 € ;x;1.272 ;268;130;119;185;27;481;163;2645
15/02/2022;martes;febrero;86; 4.714,22 € ; 3.873,99 € ; 2.011,53 € ; 422,69 € ; 57,84 € ; 1.375,32 € ; 54,82 € ; 23,39 € ; 15,99 € ;x;2.065 ;389 ;172 ;196 ;238 ;57 ;709 ;220 ;4.046 ;x; 397,55 € ; 136,27 € ; 51,57 € ; 58,05 € ; 98,23 € ;; 193,31 € ;; 934,98 € ;x;1.055 ;259;96;139;166;23;540;161;2439
16/02/2022;miércoles;febrero;79; 4.536,46 € ; 3.899,86 € ; 1.967,51 € ; 467,13 € ; 67,02 € ; 1.393,42 € ; 57,42 € ; 24,91 € ; 17,64 € ;x;1.886 ;328 ;139 ;179 ;191 ;96 ;758 ;233 ;3.810 ;x; 371,96 € ; 116,18 € ; 30,78 € ; 50,77 € ; 61,89 € ;; 187,56 € ;; 819,14 € ;x;977 ;215;66;118;123;36;590;156;2281
17/02/2022;jueves;febrero;54; 3.001,30 € ; 2.474,95 € ; 1.227,24 € ; 312,83 € ; 46,31 € ; 881,63 € ; 55,58 € ; 22,73 € ; 16,33 € ;x;1.999 ;310 ;144 ;191 ;194 ;62 ;683 ;211 ;3.794 ;x; 354,28 € ; 101,01 € ; 34,22 € ; 68,52 € ; 56,92 € ;; 192,19 € ;; 807,14 € ;x;996 ;201;66;127;123;28;545;157;2243
18/02/2022;viernes;febrero;54; 3.372,84 € ; 2.790,78 € ; 1.610,62 € ; 230,88 € ; 56,68 € ; 890,18 € ; 62,46 € ; 29,83 € ; 16,48 € ;x;2.033 ;277 ;152 ;251 ;175 ;57 ;487 ;262 ;3.694 ;x; 405,90 € ; 105,66 € ; 48,75 € ; 88,93 € ; 64,31 € ;; 112,50 € ;; 826,05 € ;x;1.083 ;200;104;197;116;33;336;224;2293
19/02/2022;sábado;febrero;38; 2.622,82 € ; 2.191,06 € ; 1.130,34 € ; 319,48 € ; 41,76 € ; 699,42 € ; 69,02 € ; 29,75 € ; 18,41 € ;x;1.825 ;293 ;165 ;211 ;236 ;44 ;714 ;186 ;3.674 ;x; 418,88 € ; 124,26 € ; 66,81 € ; 69,00 € ; 112,40 € ;; 215,39 € ;; 1.006,74 € ;x;1.182 ;220;122;177;195;28;552;146;2622
20/02/2022;domingo;febrero;39; 3.033,86 € ; 2.531,28 € ; 1.343,21 € ; 237,87 € ; 46,68 € ; 903,52 € ; 77,79 € ; 34,44 € ; 23,17 € ;x;2.064 ;238 ;196 ;223 ;265 ;63 ;776 ;188 ;4.013 ;x; 413,02 € ; 85,15 € ; 67,87 € ; 62,03 € ; 110,21 € ;; 217,78 € ;; 956,06 € ;x;1.172 ;168;143;164;200;34;638;151;2670
21/02/2022;lunes;febrero;76; 4.422,85 € ; 3.740,02 € ; 2.034,88 € ; 334,55 € ; 77,17 € ; 1.293,40 € ; 58,20 € ; 26,77 € ; 17,02 € ;x;2.268 ;278 ;189 ;208 ;264 ;58 ;813 ;204 ;4.282 ;x; 386,24 € ; 82,66 € ; 55,57 € ; 68,15 € ; 127,13 € ;; 217,64 € ;; 937,39 € ;x;1.153 ;180;132;160;197;21;680;161;2684
22/02/2022;martes;febrero;60; 2.538,92 € ; 2.073,35 € ; 1.104,25 € ; 266,60 € ; 41,13 € ; 650,74 € ; 42,32 € ; 18,40 € ; 10,85 € ;x;1.792 ;294 ;166 ;237 ;347 ;43 ;741 ;179 ;3.799 ;x; 341,05 € ; 106,33 € ; 52,58 € ; 72,77 € ; 118,33 € ;; 195,31 € ;; 886,37 € ;x;931 ;197;119;189;204;24;594;141;2399
23/02/2022;miércoles;febrero;60; 3.510,43 € ; 2.906,61 € ; 1.810,54 € ; 223,29 € ; 57,99 € ; 812,43 € ; 58,51 € ; 30,18 € ; 13,54 € ;x;2.024 ;317 ;182 ;209 ;190 ;45 ;653 ;222 ;3.842 ;x; 358,33 € ; 121,68 € ; 58,89 € ; 67,10 € ; 82,28 € ;; 185,18 € ;; 873,46 € ;x;968 ;235;131;170;156;22;513;174;2369
24/02/2022;jueves;febrero;50; 3.546,14 € ; 2.869,85 € ; 1.672,14 € ; 270,15 € ; 55,37 € ; 869,86 € ; 70,92 € ; 33,44 € ; 17,40 € ;x;1.668 ;257 ;155 ;263 ;201 ;31 ;621 ;183 ;3.379 ;x; 283,10 € ; 94,35 € ; 52,72 € ; 88,92 € ; 69,43 € ;; 192,14 € ;; 780,66 € ;x;779 ;184;111;220;130;18;491;139;2072
25/02/2022;viernes;febrero;36; 1.995,79 € ; 1.619,56 € ; 857,18 € ; 276,97 € ; 20,68 € ; 462,33 € ; 55,44 € ; 23,81 € ; 12,84 € ;x;1.501 ;226 ;159 ;270 ;216 ;37 ;536 ;180 ;3.125 ;x; 247,73 € ; 82,45 € ; 58,16 € ; 82,48 € ; 86,87 € ;; 144,89 € ;; 702,58 € ;x;676 ;161;112;233;175;18;394;136;1905
26/02/2022;sábado;febrero;32; 2.135,69 € ; 1.786,48 € ; 938,96 € ; 144,94 € ; 49,44 € ; 653,16 € ; 66,74 € ; 29,34 € ; 20,41 € ;x;1.788 ;219 ;202 ;241 ;211 ;41 ;499 ;147 ;3.348 ;x; 274,98 € ; 77,41 € ; 95,82 € ; 67,81 € ; 101,50 € ;; 137,27 € ;; 754,79 € ;x;969 ;160;165;210;180;26;381;109;2200
27/02/2022;domingo;febrero;53; 2.868,75 € ; 2.335,62 € ; 1.232,16 € ; 420,19 € ; 35,51 € ; 645,37 € ; 54,13 € ; 23,25 € ; 12,18 € ;x;1.965 ;234 ;244 ;269 ;209 ;52 ;519 ;168 ;3.660 ;x; 256,25 € ; 88,07 € ; 110,80 € ; 90,61 € ; 102,08 € ;; 167,96 € ;; 815,77 € ;x;808 ;182;191;235;184;36;405;137;2178
28/02/2022;lunes;febrero;69; 3.490,64 € ; 2.935,03 € ; 1.488,97 € ; 432,24 € ; 53,47 € ; 960,38 € ; 50,59 € ; 21,58 € ; 13,92 € ;x;2.397 ;276 ;148 ;206 ;248 ;57 ;389 ;289 ;4.010 ;x; 262,97 € ; 107,56 € ; 46,01 € ; 45,25 € ; 121,18 € ;; 51,23 € ;; 634,20 € ;x;781 ;200;106;160;198;24;186;140;1795
01/03/2022;martes;marzo;44; 2.616,77 € ; 2.100,51 € ; 1.203,01 € ; 213,99 € ; 38,41 € ; 642,58 € ; 59,47 € ; 27,34 € ; 14,60 € ;x;1.879 ;364 ;165 ;265 ;220 ;61 ;518 ;223 ;3.695 ;x; 242,42 € ; 99,16 € ; 46,60 € ; 65,22 € ; 83,98 € ;; 159,98 € ;; 697,36 € ;x;717 ;207;107;215;130;17;364;182;1939
02/03/2022;miércoles;marzo;55; 2.674,61 € ; 2.228,80 € ; 1.290,57 € ; 195,88 € ; 34,11 € ; 708,19 € ; 48,63 € ; 23,46 € ; 12,88 € ;x;2.324 ;393 ;173 ;272 ;239 ;70 ;835 ;281 ;4.587 ;x; 209,39 € ; 105,57 € ; 42,02 € ; 71,72 € ; 87,37 € ;; 311,90 € ;; 827,97 € ;x;641 ;208;101;238;146;22;726;234;2316
